 P1(4): d+c+b+a
 P35254(8): !a*!b*!c*!d+a*b*!c*!d+!b*c*d+a*!b*d+!a*b*d+!a*b*c
 P35255(8): a*b*!c*!d+!b*c*d+a*!b*d+!a*b*d+!a*b*c
 P35256(8): !b*!c*!d+!b*c*d+a*!b*!c+!a*b
 P35257(7): !b*c*d+a*!b*!c+!a*b
 P35258(8): !a*!c*!d+!b*c*d+a*!b*d+!a*b
 P35259(6): !b*c*d+a*!b*d+!a*b
 P35260(8): !b*!c*!d+!b*c*d+a*!b*d+!a*b*d+!a*b*c
 P35261(7): !b*c*d+!a*b*d+a*!b*!c+!a*b*c
 P35262(8): !a*!b*!c*!d+!b*c*d+a*!b*d+!a*b*d+!a*b*c
 P35263(6): !b*c*d+a*!b*d+!a*b*d+!a*b*c
 P35296(8): a*!b*d+!a*b*d+!a*!b*c+!c*!d
 P35297(8): a*!c*!d+!a*c*d+a*!b*d+!a*b*!c+!a*!b*c
 P35298(8): b*!c*!d+!a*!b*!d+!b*c*d+a*!b*d+!a*b*d
 P35299(8): b*!c*!d+a*!b*d+!a*b*d+!a*!b*c
 P35302(8): a*b*!c*!d+!a*!b*!d+!b*c*d+a*!b*d+!a*b*d
 P35303(8): a*b*!c*!d+a*!b*d+!a*b*d+!a*!b*c
 P35304(8): !a*!b*!d+!b*c*d+!a*c*d+a*!b*!c+!a*b*!c
 P35305(7): !b*c*d+!a*c*d+a*!b*!c+!a*b*!c+!a*!b*c
 P35306(8): !a*!c*!d+a*!b*d+!a*b*d+!a*!b*c
 P35307(7): !a*c*d+a*!b*d+!a*b*!c+!a*!b*c
 P35310(7): !a*!b*!d+!b*c*d+a*!b*d+!a*b*d
 P35311(6): a*!b*d+!a*b*d+!a*!b*c
 P35312(8): !b*c*d+a*!b*d+!a*b*d+!c*!d
 P35313(8): a*!c*!d+!a*c*d+a*!b*d+!a*b*!c
 P35314(8): b*!c*!d+!a*!c*!d+!a*c*d+a*!b*d+!a*b*d
 P35315(8): b*!c*!d+!a*c*d+a*!b*d+!a*b*d
 P35318(8): !a*!b*!c*!d+a*b*!c*!d+!b*c*d+a*!b*d+!a*b*d
 P35319(8): a*b*!c*!d+!b*c*d+a*!b*d+!a*b*d
 P35320(8): !b*!c*!d+!a*c*d+a*!b*d+!a*b*!c
 P35321(7): !b*c*d+!a*c*d+a*!b*!c+!a*b*!c
 P35322(8): !a*!c*!d+!b*c*d+a*!b*d+!a*b*d
 P35323(7): !a*c*d+a*!b*d+!a*b*!c
 P35326(8): !a*!b*!c*!d+!b*c*d+a*!b*d+!a*b*d
 P35327(6): !b*c*d+a*!b*d+!a*b*d
 P35488(6): !b*c*d+!c*!d+!a
 P35489(8): a*!c*!d+!b*c*d+!a*d+!a*c+!a*b
 P35490(7): b*!c*!d+!b*c*d+!a
 P35491(7): b*!c*!d+!b*c*d+!a*d+!a*c
 P35492(7): a*!c*!d+!b*c*d+!a*d+!a*c+!a*!b
 P35493(7): a*!c*!d+!b*c*d+!a*d+!a*c
 P35494(8): a*b*!c*!d+!b*c*d+!a*d+!a*c+!a*!b
 P35495(8): a*b*!c*!d+!b*c*d+!a*d+!a*c
 P35496(6): !b*!c*!d+!b*c*d+!a
 P35497(8): a*!b*!c*!d+!b*c*d+!a*d+!a*c+!a*b
 P35498(4): !b*c*d+!a
 P35499(5): !b*c*d+!a*d+!a*c+!a*b
 P35500(6): !b*!c*!d+!b*c*d+!a*d+!a*c
 P35501(7): a*!b*!c*!d+!b*c*d+!a*d+!a*c
 P35502(4): !b*c*d+!a*d+!a*c+!a*!b
 P35503(4): !b*c*d+!a*d+!a*c
 P35504(7): !b*c*d+!c*!d+!a*d+!a*b
 P35505(8): a*!c*!d+!b*c*d+!a*d+!a*b
 P35506(7): b*!c*!d+!b*c*d+!a*!c+!a*b
 P35507(7): b*!c*!d+!b*c*d+!a*d+!a*b
 P35508(8): a*!c*!d+!b*c*d+!a*!b*!c+!a*b*c+!a*d
 P35509(8): a*!c*!d+!b*c*d+!a*b*c+!a*d
 P35510(8): a*b*!c*!d+!b*c*d+!a*!b*!c+!a*b*c+!a*d
 P35511(8): a*b*!c*!d+!b*c*d+!a*b*c+!a*d
 P35512(7): !b*!c*!d+!b*c*d+!a*d+!a*b
 P35513(8): a*!b*!c*!d+!b*c*d+!a*d+!a*b
 P35514(6): !b*c*d+!a*!c+!a*b
 P35515(5): !b*c*d+!a*d+!a*b
 P35516(7): !b*!c*!d+!b*c*d+!a*b*c+!a*d
 P35517(8): a*!b*!c*!d+!b*c*d+!a*b*c+!a*d
 P35518(6): !b*c*d+!a*!b*!c+!a*b*c+!a*d
 P35519(5): !b*c*d+!a*b*c+!a*d
 P35520(6): !c*!d+!a*d+!b*c
 P35521(8): a*!c*!d+!a*b*!c+!a*d+!b*c
 P35522(7): b*!c*!d+!a*d+!a*!c+!b*c
 P35523(7): b*!c*!d+!a*d+!b*c
 P35526(8): a*b*!c*!d+!a*d+!b*c+!a*!b
 P35527(8): a*b*!c*!d+!a*d+!b*c
 P35528(6): !b*!d+!a*d+!a*!c+!b*c
 P35529(8): a*!b*!d+!a*b*!c+!a*d+!b*c
 P35530(5): !a*d+!a*!c+!b*c
 P35531(6): !a*b*!c+!a*d+!b*c
 P35534(4): !a*d+!b*c+!a*!b
 P35535(4): !a*d+!b*c
 P35536(7): a*!b*c+!c*!d+!a*d
 P35537(8): a*!c*!d+!a*b*!c+a*!b*c+!a*d
 P35538(8): b*!c*!d+a*!b*c+!a*d+!a*!c
 P35539(8): b*!c*!d+a*!b*c+!a*d
 P35540(7): !b*!c*!d+a*!c*!d+a*!b*c+!a*d
 P35541(7): a*!c*!d+a*!b*c+!a*d
 P35542(8): a*b*!c*!d+!a*!b*!c+a*!b*c+!a*d
 P35543(8): a*b*!c*!d+a*!b*c+!a*d
 P35544(7): a*!b*!d+!b*c*d+!a*d+!a*!c
 P35545(8): a*!b*!d+!b*c*d+!a*b*!c+!a*d
 P35546(6): a*!b*c+!a*d+!a*!c
 P35547(7): !a*b*!c+a*!b*c+!a*d
 P35548(7): !b*!c*!d+a*!b*!d+!b*c*d+!a*d
 P35549(6): a*!b*!d+!b*c*d+!a*d
 P35550(6): !a*!b*!c+a*!b*c+!a*d
 P35551(5): a*!b*c+!a*d
 P35552(6): !b*c*d+!c*!d+!a*d+!a*!b
 P35553(8): a*!c*!d+!b*c*d+!a*b*!c+!a*!b*c+!a*d
 P35554(7): b*!c*!d+!b*c*d+!a*d+!a*!b
 P35555(7): b*!c*!d+!b*c*d+!a*!b*c+!a*d
 P35556(7): a*!c*!d+!b*c*d+!a*d+!a*!b
 P35557(7): a*!c*!d+!b*c*d+!a*!b*c+!a*d
 P35558(8): a*b*!c*!d+!b*c*d+!a*d+!a*!b
 P35559(8): a*b*!c*!d+!b*c*d+!a*!b*c+!a*d
 P35560(6): !b*!c*!d+!b*c*d+!a*d+!a*!c+!a*!b
 P35561(8): a*!b*!c*!d+!b*c*d+!a*b*!c+!a*!b*c+!a*d
 P35562(5): !b*c*d+!a*d+!a*!c+!a*!b
 P35563(6): !b*c*d+!a*b*!c+!a*!b*c+!a*d
 P35564(6): !b*!c*!d+!b*c*d+!a*d+!a*!b
 P35565(7): a*!b*!c*!d+!b*c*d+!a*!b*c+!a*d
 P35566(4): !b*c*d+!a*d+!a*!b
 P35567(4): !b*c*d+!a*!b*c+!a*d
 P35568(6): !b*c*d+!c*!d+!a*d
 P35569(8): a*!c*!d+!b*c*d+!a*b*!c+!a*d
 P35570(7): b*!c*!d+!b*c*d+!a*d+!a*!c
 P35571(7): b*!c*!d+!b*c*d+!a*d
 P35572(7): !b*!c*!d+a*!c*!d+!b*c*d+!a*d
 P35573(7): a*!c*!d+!b*c*d+!a*d
 P35574(8): a*b*!c*!d+!b*c*d+!a*!b*!c+!a*d
 P35575(8): a*b*!c*!d+!b*c*d+!a*d
 P35576(6): !b*!c*!d+!b*c*d+!a*d+!a*!c
 P35577(8): a*!b*!c*!d+!b*c*d+!a*b*!c+!a*d
 P35578(5): !b*c*d+!a*d+!a*!c
 P35579(6): !b*c*d+!a*b*!c+!a*d
 P35580(6): !b*!c*!d+!b*c*d+!a*d
 P35581(7): a*!b*!c*!d+!b*c*d+!a*d
 P35582(5): !b*c*d+!a*!b*!c+!a*d
 P35583(4): !b*c*d+!a*d
 P35760(7): !b*c*d+!c*!d+!a*b
 P35761(8): a*!c*!d+!b*c*d+!a*b
 P35762(7): b*!c*!d+!a*!c*!d+!b*c*d+!a*b
 P35763(7): b*!c*!d+!b*c*d+!a*b
 P35764(8): !b*!c*!d+a*!c*!d+!b*c*d+!a*b*d+!a*b*c
 P35765(8): a*!c*!d+!b*c*d+!a*b*d+!a*b*c
 P35766(8): !a*!b*!c*!d+a*b*!c*!d+!b*c*d+!a*b*d+!a*b*c
 P35767(8): a*b*!c*!d+!b*c*d+!a*b*d+!a*b*c
 P35768(7): !b*!c*!d+!b*c*d+!a*b
 P35769(8): a*!b*!c*!d+!b*c*d+!a*b
 P35770(7): !a*!c*!d+!b*c*d+!a*b
 P35771(5): !b*c*d+!a*b
 P35772(7): !b*!c*!d+!b*c*d+!a*b*d+!a*b*c
 P35773(8): a*!b*!c*!d+!b*c*d+!a*b*d+!a*b*c
 P35774(7): !a*!b*!c*!d+!b*c*d+!a*b*d+!a*b*c
 P35775(5): !b*c*d+!a*b*d+!a*b*c
 P35792(8): !b*c*d+!a*b*d+a*!b*c+!c*!d
 P35793(8): a*!c*!d+!a*c*d+!a*b*!c+a*!b*c
 P35794(8): b*!c*!d+!a*!c*!d+!b*c*d+!a*b*d+a*!b*c
 P35795(8): b*!c*!d+!b*c*d+!a*b*d+a*!b*c
 P35798(8): !a*!b*!c*!d+a*b*!c*!d+!b*c*d+!a*b*d+a*!b*c
 P35799(8): a*b*!c*!d+!b*c*d+!a*b*d+a*!b*c
 P35800(8): !b*!c*!d+a*!b*!d+!b*c*d+!a*c*d+!a*b*!c
 P35801(8): a*!b*!d+!b*c*d+!a*c*d+!a*b*!c
 P35802(8): !a*!c*!d+!b*c*d+!a*b*d+a*!b*c
 P35803(7): !a*c*d+!a*b*!c+a*!b*c
 P35806(8): !a*!b*!c*!d+!b*c*d+!a*b*d+a*!b*c
 P35807(6): !b*c*d+!a*b*d+a*!b*c
 P35808(7): !a*!b*!d+!b*c*d+!a*b*d+!c*!d
 P35809(8): a*!c*!d+!b*c*d+!a*c*d+!a*b*!c+!a*!b*c
 P35810(7): b*!c*!d+!a*!b*!d+!b*c*d+!a*b*d
 P35811(7): b*!c*!d+!b*c*d+!a*b*d+!a*!b*c
 P35812(8): a*!c*!d+!a*!b*!d+!b*c*d+!a*b*d
 P35813(8): a*!c*!d+!b*c*d+!a*b*d+!a*!b*c
 P35814(8): a*b*!c*!d+!a*!b*!d+!b*c*d+!a*b*d
 P35815(8): a*b*!c*!d+!b*c*d+!a*b*d+!a*!b*c
 P35816(7): !b*!c*!d+!a*!b*!d+!b*c*d+!a*c*d+!a*b*!c
 P35817(8): a*!b*!c*!d+!b*c*d+!a*c*d+!a*b*!c+!a*!b*c
 P35818(7): !a*!c*!d+!a*!b*!d+!b*c*d+!a*b*d
 P35819(6): !b*c*d+!a*c*d+!a*b*!c+!a*!b*c
 P35820(7): !b*!c*!d+!a*!b*!d+!b*c*d+!a*b*d
 P35821(8): a*!b*!c*!d+!b*c*d+!a*b*d+!a*!b*c
 P35822(6): !a*!b*!d+!b*c*d+!a*b*d
 P35823(5): !b*c*d+!a*b*d+!a*!b*c
 P35824(7): !b*c*d+!a*b*d+!c*!d
 P35825(8): a*!c*!d+!b*c*d+!a*c*d+!a*b*!c
 P35826(7): b*!c*!d+!a*!c*!d+!b*c*d+!a*b*d
 P35827(7): b*!c*!d+!b*c*d+!a*b*d
 P35828(8): !b*!c*!d+a*!c*!d+!b*c*d+!a*b*d
 P35829(8): a*!c*!d+!b*c*d+!a*b*d
 P35830(8): !a*!b*!c*!d+a*b*!c*!d+!b*c*d+!a*b*d
 P35831(8): a*b*!c*!d+!b*c*d+!a*b*d
 P35832(7): !b*!c*!d+!b*c*d+!a*c*d+!a*b*!c
 P35833(8): a*!b*!c*!d+!b*c*d+!a*c*d+!a*b*!c
 P35834(7): !a*!c*!d+!b*c*d+!a*b*d
 P35835(6): !b*c*d+!a*c*d+!a*b*!c
 P35836(7): !b*!c*!d+!b*c*d+!a*b*d
 P35837(8): a*!b*!c*!d+!b*c*d+!a*b*d
 P35838(7): !a*!b*!c*!d+!b*c*d+!a*b*d
 P35839(5): !b*c*d+!a*b*d
 P36576(6): !b*c*d+!a*c*d+!c*!d+!a*!b
 P36577(8): b*!c*!d+a*!c*!d+!b*c*d+!a*c*d+!a*!b*d+!a*!b*c
 P36578(7): b*!c*!d+!b*c*d+!a*c*d+!a*!b
 P36579(7): b*!c*!d+!b*c*d+!a*c*d+!a*!b*d+!a*!b*c
 P36582(8): a*b*!c*!d+!b*c*d+!a*c*d+!a*!b
 P36583(8): a*b*!c*!d+!b*c*d+!a*c*d+!a*!b*d+!a*!b*c
 P36584(6): !b*!c*!d+!a*!c*!d+!b*c*d+!a*c*d+!a*!b
 P36585(8): a*!b*!c*!d+!a*b*!c*!d+!b*c*d+!a*c*d+!a*!b*d+!a*!b*c
 P36586(6): !a*!c*!d+!b*c*d+!a*c*d+!a*!b
 P36587(7): !a*b*!c*!d+!b*c*d+!a*c*d+!a*!b*d+!a*!b*c
 P36590(4): !b*c*d+!a*c*d+!a*!b
 P36591(4): !b*c*d+!a*c*d+!a*!b*d+!a*!b*c
 P36592(6): !b*c*d+!a*c*d+!a*!b*d+!c*!d
 P36593(8): b*!c*!d+a*!c*!d+!b*c*d+!a*c*d+!a*!b*d
 P36594(7): b*!c*!d+!b*c*d+!a*c*d+!a*!b*!c
 P36595(7): b*!c*!d+!b*c*d+!a*c*d+!a*!b*d
 P36598(8): a*b*!c*!d+!b*c*d+!a*c*d+!a*!b*!c
 P36599(8): a*b*!c*!d+!b*c*d+!a*c*d+!a*!b*d
 P36600(6): !b*!c*!d+!a*!c*!d+!b*c*d+!a*c*d+!a*!b*d
 P36601(8): a*!b*!c*!d+!a*b*!c*!d+!b*c*d+!a*c*d+!a*!b*d
 P36602(6): !a*!c*!d+!b*c*d+!a*c*d+!a*!b*d
 P36603(7): !a*b*!c*!d+!b*c*d+!a*c*d+!a*!b*d
 P36606(5): !b*c*d+!a*c*d+!a*!b*!c
 P36607(4): !b*c*d+!a*c*d+!a*!b*d
 P36848(6): !b*c*d+!a*c*d+!c*!d
 P36849(8): b*!c*!d+a*!c*!d+!b*c*d+!a*c*d
 P36850(7): b*!c*!d+!a*!c*!d+!b*c*d+!a*c*d
 P36851(7): b*!c*!d+!b*c*d+!a*c*d
 P36854(8): !a*!b*!c*!d+a*b*!c*!d+!b*c*d+!a*c*d
 P36855(8): a*b*!c*!d+!b*c*d+!a*c*d
 P36856(6): !b*!c*!d+!a*!c*!d+!b*c*d+!a*c*d
 P36857(8): a*!b*!c*!d+!a*b*!c*!d+!b*c*d+!a*c*d
 P36858(6): !a*!c*!d+!b*c*d+!a*c*d
 P36859(7): !a*b*!c*!d+!b*c*d+!a*c*d
 P36862(6): !a*!b*!c*!d+!b*c*d+!a*c*d
 P36863(4): !b*c*d+!a*c*d
 P38504(8): a*b*c*!d+a*b*!c*d+a*!b*c*d+!a*b*c*d+!b*!c*!d+!a*!c*!d+!a*!b*!d+!a*!b*!c
 P38505(8): a*!b*!c*!d+!a*b*!c*!d+!a*!b*c*!d+a*b*c*!d+!a*!b*!c*d+a*b*!c*d+a*!b*c*d+!a*b*c*d
 P38506(8): a*b*c*!d+a*b*!c*d+a*!b*c*d+!a*b*c*d+!a*!c*!d+!a*!b*!d+!a*!b*!c
 P38507(8): !a*b*!c*!d+!a*!b*c*!d+a*b*c*!d+!a*!b*!c*d+a*b*!c*d+a*!b*c*d+!a*b*c*d
 P38510(8): a*b*c*!d+a*b*!c*d+a*!b*c*d+!a*b*c*d+!a*!b*!d+!a*!b*!c
 P38511(8): !a*!b*c*!d+a*b*c*!d+!a*!b*!c*d+a*b*!c*d+a*!b*c*d+!a*b*c*d
 P38526(8): a*b*c*!d+a*b*!c*d+a*!b*c*d+!a*b*c*d+!a*!b*!c
 P38527(8): a*b*c*!d+!a*!b*!c*d+a*b*!c*d+a*!b*c*d+!a*b*c*d
 P38528(7): !a*!b*!c+a*b*!c+a*!b*c+!a*b*c+!c*!d+!b*!d
 P38529(8): !a*!b*!c*d+b*!c*!d+a*!c*!d+!b*c*!d+a*b*!c+a*!b*c+!a*b*c
 P38530(7): !a*!b*!c+a*b*!c+a*!b*c+!a*b*c+!a*!d
 P38531(8): !a*!b*!c*d+!b*c*!d+!a*b*!d+a*b*!c+a*!b*c+!a*b*c
 P38534(7): !b*c*!d+!a*!b*!c+a*b*!c+a*!b*c+!a*b*c
 P38535(8): !a*!b*!c*d+!b*c*!d+a*b*!c+a*!b*c+!a*b*c
 P38536(8): a*b*!c*d+!a*!b*!c+a*!b*c+!a*b*c+!b*!d+!a*!d
 P38537(8): !a*!b*!c*d+a*b*!c*d+!b*c*!d+a*!b*!d+!a*b*!d+a*!b*c+!a*b*c
 P38538(8): a*b*!c*d+!a*!b*!c+a*!b*c+!a*b*c+!a*!d
 P38539(8): !a*!b*!c*d+a*b*!c*d+!b*c*!d+!a*b*!d+a*!b*c+!a*b*c
 P38542(8): a*b*!c*d+!b*c*!d+!a*!b*!c+a*!b*c+!a*b*c
 P38543(8): !a*!b*!c*d+a*b*!c*d+!b*c*!d+a*!b*c+!a*b*c
 P38550(6): !a*!b*!c+a*b*!c+a*!b*c+!a*b*c
 P38551(7): !a*!b*!c*d+a*b*!c+a*!b*c+!a*b*c
 P38552(8): a*b*!c*d+!b*!c*!d+!a*!c*!d+!a*!b*!c+a*!b*c+!a*b*c
 P38553(8): !a*!b*!c*d+a*b*!c*d+a*!b*!d+!a*b*!d+a*!b*c+!a*b*c
 P38554(8): a*b*!c*d+!a*!c*!d+!a*!b*!c+a*!b*c+!a*b*c
 P38555(8): !a*!b*!c*d+a*b*!c*d+!a*b*!d+a*!b*c+!a*b*c
 P38558(7): a*b*!c*d+!a*!b*!c+a*!b*c+!a*b*c
 P38559(7): !a*!b*!c*d+a*b*!c*d+a*!b*c+!a*b*c
 P38568(8): a*b*!c*d+a*!b*c*d+!b*!c*!d+!a*!b*!c+!a*b*c+!a*!d
 P38569(8): a*!b*!c*!d+!a*!b*!c*d+a*b*!c*d+a*!b*c*d+!a*c*!d+!a*b*!d+!a*b*c
 P38570(8): a*b*!c*d+a*!b*c*d+!a*!b*!c+!a*b*c+!a*!d
 P38571(8): !a*!b*!c*d+a*b*!c*d+a*!b*c*d+!a*c*!d+!a*b*!d+!a*b*c
 P38572(8): a*b*!c*d+a*!b*c*d+!b*!c*!d+!a*c*!d+!a*!b*!c+!a*b*c
 P38573(8): a*!b*!c*!d+!a*!b*!c*d+a*b*!c*d+a*!b*c*d+!a*c*!d+!a*b*c
 P38574(8): a*b*!c*d+a*!b*c*d+!a*c*!d+!a*!b*!c+!a*b*c
 P38575(8): !a*!b*!c*d+a*b*!c*d+a*!b*c*d+!a*c*!d+!a*b*c
 P38588(8): a*b*!c*d+a*!b*c*d+!b*!c*!d+!a*!b*!c+!a*b*c
 P38589(8): a*!b*!c*!d+!a*!b*!c*d+a*b*!c*d+a*!b*c*d+!a*b*c
 P38590(7): a*b*!c*d+a*!b*c*d+!a*!b*!c+!a*b*c
 P38591(7): !a*!b*!c*d+a*b*!c*d+a*!b*c*d+!a*b*c
 P38632(8): a*b*!c*d+a*!b*c*d+!a*b*c*d+!b*!c*!d+!a*!c*!d+!a*!b*!d+!a*!b*!c
 P38633(8): a*!b*!c*!d+!a*b*!c*!d+!a*!b*c*!d+!a*!b*!c*d+a*b*!c*d+a*!b*c*d+!a*b*c*d
 P38634(8): a*b*!c*d+a*!b*c*d+!a*b*c*d+!a*!c*!d+!a*!b*!d+!a*!b*!c
 P38635(8): !a*b*!c*!d+!a*!b*c*!d+!a*!b*!c*d+a*b*!c*d+a*!b*c*d+!a*b*c*d
 P38638(8): a*b*!c*d+a*!b*c*d+!a*b*c*d+!a*!b*!d+!a*!b*!c
 P38639(8): !a*!b*c*!d+!a*!b*!c*d+a*b*!c*d+a*!b*c*d+!a*b*c*d
 P38654(7): a*b*!c*d+a*!b*c*d+!a*b*c*d+!a*!b*!c
 P38655(7): !a*!b*!c*d+a*b*!c*d+a*!b*c*d+!a*b*c*d
 P38782(8): !a*!b*!c*!d+a*b*c*!d+a*b*!c*d+a*!b*c*d+!a*b*c*d
 P38783(8): a*b*c*!d+a*b*!c*d+a*!b*c*d+!a*b*c*d
 P38784(7): a*b*!c+a*!b*c+!a*b*c+!c*!d+!b*!d
 P38785(7): b*!c*!d+a*!c*!d+!b*c*!d+a*b*!c+a*!b*c+!a*b*c
 P38786(7): a*b*!c+a*!b*c+!a*b*c+!a*!d
 P38787(7): !b*c*!d+!a*b*!d+a*b*!c+a*!b*c+!a*b*c
 P38790(7): !a*!b*!d+a*b*!c+a*!b*c+!a*b*c
 P38791(7): !b*c*!d+a*b*!c+a*!b*c+!a*b*c
 P38792(8): a*b*!c*d+a*!b*c+!a*b*c+!b*!d+!a*!d
 P38793(8): a*b*!c*d+!b*c*!d+a*!b*!d+!a*b*!d+a*!b*c+!a*b*c
 P38794(8): a*b*!c*d+a*!b*c+!a*b*c+!a*!d
 P38795(8): a*b*!c*d+!b*c*!d+!a*b*!d+a*!b*c+!a*b*c
 P38798(8): a*b*!c*d+!a*!b*!d+a*!b*c+!a*b*c
 P38799(8): a*b*!c*d+!b*c*!d+a*!b*c+!a*b*c
 P38806(7): !a*!b*!c*!d+a*b*!c+a*!b*c+!a*b*c
 P38807(6): a*b*!c+a*!b*c+!a*b*c
 P38808(8): a*b*!c*d+!b*!c*!d+!a*!c*!d+a*!b*c+!a*b*c
 P38809(8): a*b*!c*d+a*!b*!d+!a*b*!d+a*!b*c+!a*b*c
 P38810(8): a*b*!c*d+!a*!c*!d+a*!b*c+!a*b*c
 P38811(8): a*b*!c*d+!a*b*!d+a*!b*c+!a*b*c
 P38814(8): !a*!b*!c*!d+a*b*!c*d+a*!b*c+!a*b*c
 P38815(7): a*b*!c*d+a*!b*c+!a*b*c
 P38824(8): a*b*!c*d+a*!b*c*d+!b*!c*!d+!a*b*c+!a*!d
 P38825(8): a*!b*!c*!d+a*b*!c*d+a*!b*c*d+!a*c*!d+!a*b*!d+!a*b*c
 P38826(8): a*b*!c*d+a*!b*c*d+!a*b*c+!a*!d
 P38827(8): a*b*!c*d+a*!b*c*d+!a*c*!d+!a*b*!d+!a*b*c
 P38828(8): a*b*!c*d+a*!b*c*d+!b*!c*!d+!a*c*!d+!a*b*c
 P38829(8): a*!b*!c*!d+a*b*!c*d+a*!b*c*d+!a*c*!d+!a*b*c
 P38830(8): a*b*!c*d+a*!b*c*d+!a*!b*!d+!a*b*c
 P38831(8): a*b*!c*d+a*!b*c*d+!a*c*!d+!a*b*c
 P38844(8): a*b*!c*d+a*!b*c*d+!b*!c*!d+!a*b*c
 P38845(8): a*!b*!c*!d+a*b*!c*d+a*!b*c*d+!a*b*c
 P38846(8): !a*!b*!c*!d+a*b*!c*d+a*!b*c*d+!a*b*c
 P38847(7): a*b*!c*d+a*!b*c*d+!a*b*c
 P38888(8): a*b*!c*d+a*!b*c*d+!a*b*c*d+!b*!c*!d+!a*!c*!d+!a*!b*!d
 P38889(8): a*!b*!c*!d+!a*b*!c*!d+!a*!b*c*!d+a*b*!c*d+a*!b*c*d+!a*b*c*d
 P38890(8): a*b*!c*d+a*!b*c*d+!a*b*c*d+!a*!c*!d+!a*!b*!d
 P38891(8): !a*b*!c*!d+!a*!b*c*!d+a*b*!c*d+a*!b*c*d+!a*b*c*d
 P38894(8): a*b*!c*d+a*!b*c*d+!a*b*c*d+!a*!b*!d
 P38895(8): !a*!b*c*!d+a*b*!c*d+a*!b*c*d+!a*b*c*d
 P38910(8): !a*!b*!c*!d+a*b*!c*d+a*!b*c*d+!a*b*c*d
 P38911(7): a*b*!c*d+a*!b*c*d+!a*b*c*d
 P39040(6): !c*!d+!b*!d+!b*!c+a*!b+!a*b
 P39041(8): b*!c*!d+!b*c*!d+!b*!c*d+a*!b+!a*b
 P39042(8): b*!c*!d+!b*!c*d+a*!b*c+!a*!d+!a*b
 P39043(8): b*!c*!d+!a*c*!d+!b*!c*d+a*!b*c+!a*b
 P39046(8): a*b*!c*!d+!a*!b*!d+!b*!c*d+!a*!c*d+a*!b*c+!a*b*c
 P39047(8): a*b*!c*!d+!b*c*!d+!a*!c*d+a*!b*d+!a*b*c
 P39048(6): !b*!d+!b*!c+a*!b+!a*b
 P39049(8): !b*c*!d+!b*!c*d+a*!b+!a*b
 P39050(8): !b*!c*d+a*!b*c+!a*!d+!a*b
 P39051(8): !b*c*!d+!b*!c*d+a*!b*c+!a*b
 P39054(8): !a*!b*!d+!b*!c*d+!a*!c*d+a*!b*c+!a*b*c
 P39055(8): !b*c*!d+!a*!c*d+a*!b*d+!a*b*c
 P39056(6): !c*!d+!b*!c+a*!b+!a*b
 P39057(7): b*!c*!d+!b*!c*d+a*!b+!a*b
 P39058(8): b*!c*!d+!b*!c*d+a*!b*c+!a*!c+!a*b
 P39059(8): b*!c*!d+!b*!c*d+a*!b*c+!a*b
 P39062(8): a*b*!c*!d+!b*!c*d+!a*!c*d+!a*!b*!c+a*!b*c+!a*b*c
 P39063(8): a*b*!c*!d+!b*!c*d+!a*!c*d+a*!b*c+!a*b*c
 P39064(5): !b*!c+a*!b+!a*b
 P39065(6): !b*!c*d+a*!b+!a*b
 P39066(7): !b*!c*d+a*!b*c+!a*!c+!a*b
 P39067(7): !b*!c*d+a*!b*c+!a*b
 P39070(7): !b*!c*d+!a*!c*d+!a*!b*!c+a*!b*c+!a*b*c
 P39071(7): !b*!c*d+!a*!c*d+a*!b*c+!a*b*c
 P39072(7): a*!b*d+!c*!d+!a*!d+!b*!c+!a*b
 P39073(8): a*!c*!d+!a*c*!d+!b*!c*d+a*!b*d+!a*b
 P39074(7): b*!c*!d+a*!b*d+!a*!d+!a*!c+!a*b
 P39075(8): b*!c*!d+!a*c*!d+!a*!c*d+a*!b*d+!a*b
 P39076(8): a*!c*!d+!a*!b*!d+!a*!c*d+a*!b*d+!a*b*c
 P39077(8): a*!c*!d+!a*c*!d+!b*!c*d+a*!b*d+!a*b*d
 P39078(8): a*b*!c*!d+!a*c*!d+a*!b*d+!a*b*d+!a*!b*!c
 P39079(8): a*b*!c*!d+!a*c*!d+!a*!c*d+a*!b*d+!a*b*d
 P39080(7): a*!b*d+!a*!d+!b*!c+!a*b
 P39081(8): !a*c*!d+!b*!c*d+a*!b*d+a*!b*!c+!a*b
 P39082(7): a*!b*d+!a*!d+!a*!c+!a*b
 P39083(8): !a*c*!d+!b*!c*d+a*!b*d+!a*b
 P39084(8): !a*c*!d+!a*!c*d+a*!b*d+!a*b*c+!b*!c
 P39085(8): !a*c*!d+!b*!c*d+a*!b*d+!a*b*d+a*!b*!c
 P39086(8): !a*c*!d+a*!b*d+!a*b*d+!a*!b*!c
 P39087(8): !a*c*!d+!a*!c*d+a*!b*d+!a*b*d
 P39088(7): a*!b*d+!c*!d+!b*!c+!a*b
 P39089(7): a*!c*!d+!b*!c*d+a*!b*d+!a*b
 P39090(7): b*!c*!d+a*!b*d+!a*!c+!a*b
 P39091(7): b*!c*!d+!b*!c*d+a*!b*d+!a*b
 P39092(8): a*!c*!d+!a*!c*d+a*!b*d+!a*b*c+!b*!c
 P39093(8): a*!c*!d+!a*!c*d+a*!b*d+!a*b*c
